id	query
Q1631_p1	Can you explain this dispatch decision: At epoch 6, how much extra travel time does event congestion add to the assigned?
Q1631_p2	In operational terms, at epoch 6, how much extra travel time does event congestion add to the assigned?
Q1631_p3	What is the reason behind this: At epoch 6, how much extra travel time does event congestion add to the assigned?
Q1631_p4	Could you clarify the dispatch rationale here: At epoch 6, how much extra travel time does event congestion add to the assigned?
Q1636	How much additional delay does the event bring to assigned timing at epoch 4?
Q1636_p1	Can you explain this dispatch decision: How much additional delay does the event bring to assigned timing at epoch 4?
Q1636_p2	In operational terms, how much additional delay does the event bring to assigned timing at epoch 4?
Q1636_p3	What is the reason behind this: How much additional delay does the event bring to assigned timing at epoch 4?
Q1636_p4	Could you clarify the dispatch rationale here: How much additional delay does the event bring to assigned timing at epoch 4?
Q1641	At event epoch 5, what's the congestion impact on assigned timing?
Q1641_p1	Can you explain this dispatch decision: At event epoch 5, what's the congestion impact on assigned timing?
Q1641_p2	In operational terms, at event epoch 5, what's the congestion impact on assigned timing?
Q1641_p3	What is the reason behind this: At event epoch 5, what's the congestion impact on assigned timing?
Q1641_p4	Could you clarify the dispatch rationale here: At event epoch 5, what's the congestion impact on assigned timing?
Q1646	How long does event congestion delay the assigned vehicle at epoch 6?
Q1646_p1	Can you explain this dispatch decision: How long does event congestion delay the assigned vehicle at epoch 6?
Q1646_p2	In operational terms, how long does event congestion delay the assigned vehicle at epoch 6?
Q1646_p3	What is the reason behind this: How long does event congestion delay the assigned vehicle at epoch 6?
Q1646_p4	Could you clarify the dispatch rationale here: How long does event congestion delay the assigned vehicle at epoch 6?
Q1651	At epoch 7, how much is assigned timing affected by event congestion?
Q1651_p1	Can you explain this dispatch decision: At epoch 7, how much is assigned timing affected by event congestion?
Q1651_p2	In operational terms, at epoch 7, how much is assigned timing affected by event congestion?
Q1651_p3	What is the reason behind this: At epoch 7, how much is assigned timing affected by event congestion?
Q1651_p4	Could you clarify the dispatch rationale here: At epoch 7, how much is assigned timing affected by event congestion?
Q1656	How much extra time does event congestion add to assigned service at epoch 8?
Q1656_p1	Can you explain this dispatch decision: How much extra time does event congestion add to assigned service at epoch 8?
Q1656_p2	In operational terms, how much extra time does event congestion add to assigned service at epoch 8?
Q1656_p3	What is the reason behind this: How much extra time does event congestion add to assigned service at epoch 8?
Q1656_p4	Could you clarify the dispatch rationale here: How much extra time does event congestion add to assigned service at epoch 8?
Q1661	At event epoch 9, how much delay comes from congestion for the assigned vehicle?
Q1661_p1	Can you explain this dispatch decision: At event epoch 9, how much delay comes from congestion for the assigned vehicle?
Q1661_p2	In operational terms, at event epoch 9, how much delay comes from congestion for the assigned vehicle?
Q1661_p3	What is the reason behind this: At event epoch 9, how much delay comes from congestion for the assigned vehicle?
Q1661_p4	Could you clarify the dispatch rationale here: At event epoch 9, how much delay comes from congestion for the assigned vehicle?
Q1666	How much slower is the assigned vehicle due to event congestion at epoch 10?
Q1666_p1	Can you explain this dispatch decision: How much slower is the assigned vehicle due to event congestion at epoch 10?
Q1666_p2	In operational terms, how much slower is the assigned vehicle due to event congestion at epoch 10?
Q1666_p3	What is the reason behind this: How much slower is the assigned vehicle due to event congestion at epoch 10?
Q1666_p4	Could you clarify the dispatch rationale here: How much slower is the assigned vehicle due to event congestion at epoch 10?
Q1191	At request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?
Q1191_p1	Can you explain this dispatch decision: At request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?
Q1191_p2	In operational terms, at request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?
Q1191_p3	What is the reason behind this: At request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?
Q1191_p4	Could you clarify the dispatch rationale here: At request 4 after the crash, how do traffic and route burden affect assigned vs closest timing?
Q1196	Given the accident, how do traffic and route load impact assigned vs closest timing at request 5?
Q1196_p1	Can you explain this dispatch decision: Given the accident, how do traffic and route load impact assigned vs closest timing at request 5?
Q1196_p2	In operational terms, given the accident, how do traffic and route load impact assigned vs closest timing at request 5?
Q1196_p3	What is the reason behind this: Given the accident, how do traffic and route load impact assigned vs closest timing at request 5?
Q1196_p4	Could you clarify the dispatch rationale here: Given the accident, how do traffic and route load impact assigned vs closest timing at request 5?
Q1201	After the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?
Q1201_p1	Can you explain this dispatch decision: After the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?
Q1201_p2	In operational terms, after the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?
Q1201_p3	What is the reason behind this: After the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?
Q1201_p4	Could you clarify the dispatch rationale here: After the accident, at request 6, how do traffic and route burden shape the gap in assigned vs closest timing?
Q1206	With travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1206_p1	Can you explain this dispatch decision: With travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1206_p2	In operational terms, with travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1206_p3	What is the reason behind this: With travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1206_p4	Could you clarify the dispatch rationale here: With travel times spiked, at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1211	At request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?
Q1211_p1	Can you explain this dispatch decision: At request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?
Q1211_p2	In operational terms, at request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?
Q1211_p3	What is the reason behind this: At request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?
Q1211_p4	Could you clarify the dispatch rationale here: At request 5 post-accident, how do traffic and route burden affect assigned vs closest timing?
Q1216	After the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?
Q1216_p1	Can you explain this dispatch decision: After the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?
Q1216_p2	In operational terms, after the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?
Q1216_p3	What is the reason behind this: After the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?
Q1216_p4	Could you clarify the dispatch rationale here: After the road was blocked, at request 6, how do traffic and burden affect assigned vs closest timing?
Q1221	Given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?
Q1221_p1	Can you explain this dispatch decision: Given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?
Q1221_p2	In operational terms, given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?
Q1221_p3	What is the reason behind this: Given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?
Q1221_p4	Could you clarify the dispatch rationale here: Given the crash, how do traffic and route burden shape assigned vs closest timing at request 7?
Q1226	Once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?
Q1226_p1	Can you explain this dispatch decision: Once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?
Q1226_p2	In operational terms, once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?
Q1226_p3	What is the reason behind this: Once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?
Q1226_p4	Could you clarify the dispatch rationale here: Once travel times stabilized, how do traffic and route burden affect assigned vs closest timing at request 8?
Q1671	At request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?
Q1671_p1	Can you explain this dispatch decision: At request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?
Q1671_p2	In operational terms, at request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?
Q1671_p3	What is the reason behind this: At request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?
Q1671_p4	Could you clarify the dispatch rationale here: At request 9, how much later is the assigned vehicle's ETA than the closest's after the accident?
Q1676	How much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1676_p1	Can you explain this dispatch decision: How much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1676_p2	In operational terms, how much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1676_p3	What is the reason behind this: How much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1676_p4	Could you clarify the dispatch rationale here: How much longer will the assigned vehicle take vs the closest at request 10 after the crash?
Q1151	At request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?
Q1151_p1	Can you explain this dispatch decision: At request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?
Q1151_p2	In operational terms, at request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?
Q1151_p3	What is the reason behind this: At request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?
Q1151_p4	Could you clarify the dispatch rationale here: At request 1, how do traffic and route burden affect the assigned vs closest vehicle's timing?
Q1156	How do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1156_p1	Can you explain this dispatch decision: How do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1156_p2	In operational terms, how do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1156_p3	What is the reason behind this: How do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1156_p4	Could you clarify the dispatch rationale here: How do traffic and route load shape timing differences between assigned and closest vehicles at request 2?
Q1161	At request 3, how does traffic and route burden influence assigned and closest vehicle timing?
Q1161_p1	Can you explain this dispatch decision: At request 3, how does traffic and route burden influence assigned and closest vehicle timing?
Q1161_p2	In operational terms, at request 3, how does traffic and route burden influence assigned and closest vehicle timing?
Q1161_p3	What is the reason behind this: At request 3, how does traffic and route burden influence assigned and closest vehicle timing?
Q1161_p4	Could you clarify the dispatch rationale here: At request 3, how does traffic and route burden influence assigned and closest vehicle timing?
Q1166	How do current traffic and route load affect assigned vs closest timing at request 4?
Q1166_p1	Can you explain this dispatch decision: How do current traffic and route load affect assigned vs closest timing at request 4?
Q1166_p2	In operational terms, how do current traffic and route load affect assigned vs closest timing at request 4?
Q1166_p3	What is the reason behind this: How do current traffic and route load affect assigned vs closest timing at request 4?
Q1166_p4	Could you clarify the dispatch rationale here: How do current traffic and route load affect assigned vs closest timing at request 4?
Q1171	At request 5, how do traffic and route burden shape assigned and closest service timing?
Q1171_p1	Can you explain this dispatch decision: At request 5, how do traffic and route burden shape assigned and closest service timing?
Q1171_p2	In operational terms, at request 5, how do traffic and route burden shape assigned and closest service timing?
Q1171_p3	What is the reason behind this: At request 5, how do traffic and route burden shape assigned and closest service timing?
Q1171_p4	Could you clarify the dispatch rationale here: At request 5, how do traffic and route burden shape assigned and closest service timing?
Q1176	At request 6, how do traffic and burden from pending routes affect timing between assigned and closest?
Q1176_p1	Can you explain this dispatch decision: At request 6, how do traffic and burden from pending routes affect timing between assigned and closest?
Q1176_p2	In operational terms, at request 6, how do traffic and burden from pending routes affect timing between assigned and closest?
Q1176_p3	What is the reason behind this: At request 6, how do traffic and burden from pending routes affect timing between assigned and closest?
Q1176_p4	Could you clarify the dispatch rationale here: At request 6, how do traffic and burden from pending routes affect timing between assigned and closest?
Q1181	How do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1181_p1	Can you explain this dispatch decision: How do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1181_p2	In operational terms, how do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1181_p3	What is the reason behind this: How do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1181_p4	Could you clarify the dispatch rationale here: How do traffic and route load affect timing at request 7 for assigned and closest vans?
Q1186	At request 8, how do traffic and route burden shift timing between the assigned and closest?
Q1186_p1	Can you explain this dispatch decision: At request 8, how do traffic and route burden shift timing between the assigned and closest?
Q1186_p2	In operational terms, at request 8, how do traffic and route burden shift timing between the assigned and closest?
Q1186_p3	What is the reason behind this: At request 8, how do traffic and route burden shift timing between the assigned and closest?
Q1186_p4	Could you clarify the dispatch rationale here: At request 8, how do traffic and route burden shift timing between the assigned and closest?
Q1681	At request 9, how much later will the assigned arrive than the closest?
Q1681_p1	Can you explain this dispatch decision: At request 9, how much later will the assigned arrive than the closest?
Q1681_p2	In operational terms, at request 9, how much later will the assigned arrive than the closest?
Q1681_p3	What is the reason behind this: At request 9, how much later will the assigned arrive than the closest?
Q1681_p4	Could you clarify the dispatch rationale here: At request 9, how much later will the assigned arrive than the closest?
Q1686	At request 10, how big is the ETA gap between assigned and closest vehicles?
Q1686_p1	Can you explain this dispatch decision: At request 10, how big is the ETA gap between assigned and closest vehicles?
Q1686_p2	In operational terms, at request 10, how big is the ETA gap between assigned and closest vehicles?
Q1686_p3	What is the reason behind this: At request 10, how big is the ETA gap between assigned and closest vehicles?
Q1686_p4	Could you clarify the dispatch rationale here: At request 10, how big is the ETA gap between assigned and closest vehicles?
Q1231	During the event at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1231_p1	Can you explain this dispatch decision: During the event at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1231_p2	In operational terms, during the event at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1231_p3	What is the reason behind this: During the event at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1231_p4	Could you clarify the dispatch rationale here: During the event at request 4, how do traffic and route burden affect assigned vs closest timing?
Q1236	With event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?
Q1236_p1	Can you explain this dispatch decision: With event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?
Q1236_p2	In operational terms, with event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?
Q1236_p3	What is the reason behind this: With event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?
Q1236_p4	Could you clarify the dispatch rationale here: With event congestion, how do traffic and route burden impact assigned vs closest timing at request 5?
Q1241	During the concert, how do traffic and route load affect assigned vs closest timing at request 6?
Q1241_p1	Can you explain this dispatch decision: During the concert, how do traffic and route load affect assigned vs closest timing at request 6?
Q1241_p2	In operational terms, during the concert, how do traffic and route load affect assigned vs closest timing at request 6?
Q1241_p3	What is the reason behind this: During the concert, how do traffic and route load affect assigned vs closest timing at request 6?
Q1241_p4	Could you clarify the dispatch rationale here: During the concert, how do traffic and route load affect assigned vs closest timing at request 6?
Q1246	At request 4 with the event, how do traffic and burden shape assigned vs closest timing?
Q1246_p1	Can you explain this dispatch decision: At request 4 with the event, how do traffic and burden shape assigned vs closest timing?
Q1246_p2	In operational terms, at request 4 with the event, how do traffic and burden shape assigned vs closest timing?
Q1246_p3	What is the reason behind this: At request 4 with the event, how do traffic and burden shape assigned vs closest timing?
Q1246_p4	Could you clarify the dispatch rationale here: At request 4 with the event, how do traffic and burden shape assigned vs closest timing?
Q1251	Given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?
Q1251_p1	Can you explain this dispatch decision: Given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?
Q1251_p2	In operational terms, given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?
Q1251_p3	What is the reason behind this: Given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?
Q1251_p4	Could you clarify the dispatch rationale here: Given event-induced delays, at request 5, how do traffic and route burden affect assigned vs closest timing?
Q1256	During the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?
Q1256_p1	Can you explain this dispatch decision: During the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?
Q1256_p2	In operational terms, during the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?
Q1256_p3	What is the reason behind this: During the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?
Q1256_p4	Could you clarify the dispatch rationale here: During the stadium event, how do traffic and route load affect assigned vs closest timing at request 6?
Q1261	With the event at request 7, how do traffic and route burden affect assigned vs closest timing?
Q1261_p1	Can you explain this dispatch decision: With the event at request 7, how do traffic and route burden affect assigned vs closest timing?
Q1261_p2	In operational terms, with the event at request 7, how do traffic and route burden affect assigned vs closest timing?
Q1261_p3	What is the reason behind this: With the event at request 7, how do traffic and route burden affect assigned vs closest timing?
Q1261_p4	Could you clarify the dispatch rationale here: With the event at request 7, how do traffic and route burden affect assigned vs closest timing?
Q1266	Given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?
Q1266_p1	Can you explain this dispatch decision: Given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?
Q1266_p2	In operational terms, given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?
Q1266_p3	What is the reason behind this: Given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?
Q1266_p4	Could you clarify the dispatch rationale here: Given concert traffic, how do traffic and burden shape assigned vs closest timing at request 8?
Q1691	With the event, how much later is the assigned ETA vs the closest at request 9?
Q1691_p1	Can you explain this dispatch decision: With the event, how much later is the assigned ETA vs the closest at request 9?
Q1691_p2	In operational terms, with the event, how much later is the assigned ETA vs the closest at request 9?
Q1691_p3	What is the reason behind this: With the event, how much later is the assigned ETA vs the closest at request 9?
Q1691_p4	Could you clarify the dispatch rationale here: With the event, how much later is the assigned ETA vs the closest at request 9?
Q1696	At request 10 during the event, how much does the assigned lag behind the closest?
Q1696_p1	Can you explain this dispatch decision: At request 10 during the event, how much does the assigned lag behind the closest?
Q1696_p2	In operational terms, at request 10 during the event, how much does the assigned lag behind the closest?
Q1696_p3	What is the reason behind this: At request 10 during the event, how much does the assigned lag behind the closest?
Q1696_p4	Could you clarify the dispatch rationale here: At request 10 during the event, how much does the assigned lag behind the closest?
